agent_id,condition,run_number,session_number,story_points,has_task_breakdown,quant_estimates,section_headers,response_length,explicit_blocking,progress_tracking,team_coordination,dependency_mention,time_planning
Maat,N,0,1,0,False,0,2,760,False,True,False,False,True
Maat,N,0,1,0,True,0,0,738,False,False,False,False,False
Maat,N,0,1,0,True,1,0,772,False,False,False,False,True
Maat,N,0,1,0,False,0,2,802,False,True,False,False,True
Maat,N,0,1,0,False,0,0,754,False,False,False,False,False
Maat,I,0,2,0,False,0,2,839,False,True,False,False,True
Maat,I,0,2,2,True,0,1,745,False,False,False,False,False
Maat,I,0,2,0,False,0,0,751,False,True,False,True,True
Maat,I,0,2,0,False,0,3,763,False,True,False,False,True
Maat,I,0,2,0,True,0,1,738,False,False,False,False,False
Maat,B,0,3,0,False,0,2,755,False,True,False,False,True
Maat,B,0,3,1,True,0,2,739,False,False,False,False,False
Maat,B,0,3,0,False,0,0,735,False,False,False,False,True
Maat,B,0,3,0,False,0,3,820,False,True,False,False,True
Maat,B,0,3,0,True,0,1,699,False,False,False,False,False
Maat,P,0,4,0,False,0,2,814,False,True,False,False,True
Maat,P,0,4,3,False,0,1,649,False,False,False,False,False
Maat,P,0,4,0,True,1,1,759,False,True,False,False,True
Maat,P,0,4,0,True,0,2,765,False,True,False,False,True
Maat,P,0,4,1,True,0,0,643,False,False,False,False,False
Maat,S,0,5,0,True,0,2,753,False,True,False,False,True
Maat,S,0,5,0,False,0,3,725,False,False,False,False,False
Maat,S,0,5,0,True,0,0,799,False,False,False,False,True
Maat,S,0,5,0,True,0,0,801,False,True,True,False,True
Maat,S,0,5,2,False,0,1,660,False,False,False,False,False
Maat,B,2,1,0,True,0,0,847,False,True,False,False,True
Maat,B,2,1,0,True,0,1,701,False,False,False,False,False
Maat,B,2,1,0,False,1,0,707,False,False,False,False,False
Maat,B,2,1,0,False,0,2,766,False,True,False,False,True
Maat,B,2,1,2,True,1,1,717,False,False,False,False,False
Maat,B,2,1,0,False,2,0,704,False,False,False,False,True
Maat,B,2,1,0,True,0,2,714,False,True,False,False,True
Maat,B,2,1,3,False,0,1,671,False,False,False,False,False
Maat,B,2,1,0,False,0,3,743,False,True,False,False,False
Maat,B,2,1,0,False,0,2,770,False,True,False,False,True
Maat,I,2,1,0,True,0,2,751,False,True,False,False,True
Maat,I,2,1,0,False,0,5,750,False,False,True,False,False
