agent_id,condition,run_number,session_number,story_points,has_task_breakdown,quant_estimates,section_headers,response_length,explicit_blocking,progress_tracking,team_coordination,dependency_mention,time_planning
Seshat,N,0,1,0,False,0,0,809,False,False,False,False,True
Seshat,N,0,1,0,True,0,1,770,False,False,True,False,False
Seshat,N,0,1,0,False,0,3,824,False,False,False,False,True
Seshat,N,0,1,0,True,0,2,771,False,True,False,False,True
Seshat,N,0,1,2,True,0,1,719,False,False,True,False,False
Seshat,I,0,2,0,True,0,2,798,False,True,False,False,True
Seshat,I,0,2,3,False,2,1,702,False,False,False,False,False
Seshat,I,0,2,0,True,0,0,816,False,False,False,True,True
Seshat,I,0,2,0,False,0,2,789,False,True,False,False,True
Seshat,I,0,2,0,True,0,0,778,False,False,False,False,True
Seshat,B,0,3,0,False,0,2,829,False,False,True,False,True
Seshat,B,0,3,0,False,0,3,757,False,False,False,False,False
Seshat,B,0,3,0,True,0,1,818,False,True,False,False,False
Seshat,B,0,3,0,True,2,0,764,False,True,False,True,True
Seshat,B,0,3,3,True,0,0,658,False,False,False,False,False
Seshat,P,0,4,0,False,0,2,772,False,True,False,False,True
Seshat,P,0,4,3,False,0,0,754,False,False,False,False,False
Seshat,P,0,4,0,False,0,0,832,False,True,False,False,True
Seshat,P,0,4,0,True,0,2,756,False,True,False,False,True
Seshat,P,0,4,3,True,0,0,741,False,False,True,False,False
Seshat,S,0,5,0,False,0,3,805,False,True,False,False,True
Seshat,S,0,5,3,True,0,0,734,False,False,True,False,False
Seshat,S,0,5,0,True,0,0,781,False,False,False,False,True
Seshat,S,0,5,0,False,0,2,837,False,True,False,False,True
Seshat,S,0,5,0,True,0,0,775,False,False,False,False,False
Seshat,P,1,1,0,False,0,3,808,True,True,False,False,True
Seshat,P,1,1,1,True,0,0,720,False,False,False,True,False
Seshat,P,1,1,0,False,0,0,742,False,True,False,False,True
Seshat,P,1,1,0,True,0,2,748,False,True,True,False,True
Seshat,P,1,1,0,True,0,0,759,False,False,True,False,False
Seshat,P,1,1,0,True,0,0,695,False,True,False,False,False
Seshat,P,1,1,0,False,0,2,826,False,True,True,False,True
Seshat,P,1,1,2,False,0,4,747,False,False,False,False,False
Seshat,P,1,1,0,True,0,0,795,False,False,False,False,False
Seshat,P,1,1,0,False,0,2,838,False,True,True,False,True
Seshat,N,1,1,0,True,0,2,805,False,True,True,False,True
Seshat,N,1,1,1,True,0,1,752,False,False,True,False,False
Seshat,N,1,1,0,False,0,0,779,False,True,False,False,True
Seshat,N,1,1,0,True,1,2,725,False,True,False,False,True
Seshat,N,1,1,1,False,0,1,738,False,False,False,False,False
Seshat,N,1,1,0,False,0,0,788,False,True,False,False,False
Seshat,N,1,1,0,False,0,2,811,False,True,True,False,True
Seshat,N,1,1,0,False,0,4,737,False,False,True,False,False
Seshat,N,1,1,0,True,0,1,807,False,True,False,False,False
Seshat,N,1,1,0,True,0,2,758,False,True,False,False,True
Seshat,I,1,1,0,True,0,0,791,False,True,False,False,True
Seshat,I,1,1,1,True,0,4,757,False,False,False,False,False
Seshat,I,1,1,0,True,0,0,733,False,False,False,False,False
Seshat,I,1,1,0,False,0,2,800,False,False,True,False,True
Seshat,I,1,1,2,False,1,1,709,False,False,False,False,False
Seshat,I,1,1,0,True,0,1,788,False,True,True,False,True
Seshat,I,1,1,0,True,0,2,763,False,True,True,False,True
Seshat,I,1,1,0,False,0,4,695,False,False,True,False,False
Seshat,I,1,1,0,False,0,0,753,False,True,False,False,False
Seshat,I,1,1,0,False,0,2,768,False,True,False,False,True
Seshat,B,6,1,0,True,0,2,817,False,True,False,False,True
Seshat,B,6,1,3,False,2,1,705,False,False,True,False,False
Seshat,B,6,1,0,False,0,0,766,False,False,False,False,False
Seshat,B,6,1,0,False,0,3,855,False,True,False,False,True
Seshat,B,6,1,1,True,0,0,727,False,False,True,False,False
Seshat,B,6,1,0,True,0,0,761,False,False,False,True,False
Seshat,B,6,1,0,True,0,2,769,False,True,False,False,True
Seshat,B,6,1,0,True,0,1,768,False,False,True,False,False
Seshat,B,6,1,0,False,0,0,741,False,True,False,False,False
Seshat,B,6,1,0,True,0,2,812,False,True,False,False,True
Seshat,S,6,1,0,False,0,5,827,False,True,True,False,True
Seshat,S,6,1,1,True,0,2,741,False,False,False,False,False
Seshat,S,6,1,0,True,0,0,778,False,False,False,False,False
Seshat,S,6,1,0,False,0,2,811,False,True,True,False,True
Seshat,S,6,1,1,True,0,0,728,False,False,False,False,False
Seshat,S,6,1,0,False,0,2,736,False,False,False,False,False
Seshat,S,6,1,0,True,0,2,771,False,True,False,False,True
Seshat,S,6,1,0,True,0,1,766,False,False,True,False,False
Seshat,S,6,1,0,False,0,0,771,False,False,False,False,False
Seshat,S,6,1,0,False,0,3,806,False,True,False,False,True
Seshat,I,6,1,0,True,3,0,755,False,True,False,False,True
Seshat,I,6,1,0,False,0,4,773,False,False,True,False,False
Seshat,I,6,1,0,False,0,3,685,False,False,False,False,False
Seshat,I,6,1,0,False,0,2,772,False,True,False,False,True
Seshat,B,1,1,0,True,0,0,802,False,True,False,False,True
Seshat,B,1,1,0,False,0,3,754,False,False,False,False,False
Seshat,B,1,1,0,True,0,0,762,False,False,False,False,False
Seshat,B,1,1,0,False,0,0,833,False,False,False,False,True
Seshat,B,1,1,1,False,0,2,740,False,False,False,False,False
Seshat,B,1,1,0,False,0,0,781,False,False,False,False,False
Seshat,B,1,1,0,True,0,3,791,False,True,False,False,True
Seshat,B,1,1,1,True,0,0,703,False,False,False,False,False
Seshat,B,1,1,0,False,0,4,763,False,True,False,False,True
Seshat,B,1,1,0,False,0,3,805,False,True,False,False,True
Seshat,S,1,1,0,False,0,3,803,False,True,False,False,True
Seshat,S,1,1,2,False,0,0,633,False,False,False,False,False
Seshat,S,1,1,0,True,0,1,780,False,True,False,False,False
Seshat,S,1,1,0,True,0,2,786,False,True,True,False,True
Seshat,S,1,1,0,True,0,0,746,False,False,False,False,False
Seshat,S,1,1,0,False,0,0,722,False,False,False,False,False
Seshat,S,1,1,0,False,0,3,754,False,True,False,False,True
Seshat,S,1,1,1,True,0,1,716,False,False,False,False,False
Seshat,S,1,1,0,True,1,0,727,False,False,False,False,False
Seshat,S,1,1,0,False,2,2,775,False,True,False,False,True
Seshat,N,6,1,0,False,0,3,767,False,True,False,False,True
Seshat,N,6,1,0,False,0,4,726,False,False,True,False,False
Seshat,N,6,1,0,False,0,0,729,False,False,False,False,False
Seshat,N,6,1,0,True,0,2,799,False,True,True,False,True
Seshat,N,6,1,1,True,0,1,715,False,False,True,False,False
Seshat,N,6,1,0,False,0,0,680,False,False,False,False,True
Seshat,N,6,1,0,False,0,2,804,False,True,False,False,True
Seshat,N,6,1,2,True,1,0,710,False,False,False,False,False
Seshat,N,6,1,0,True,0,0,733,False,False,False,False,False
Seshat,N,6,1,0,False,0,2,818,False,True,False,False,True
Seshat,P,6,1,0,False,0,2,780,False,True,False,False,True
Seshat,P,6,1,3,False,0,1,674,False,False,True,False,False
Seshat,P,6,1,0,True,0,0,798,False,False,False,False,False
Seshat,P,6,1,0,True,0,2,839,False,True,False,False,True
Seshat,P,6,1,2,True,0,1,720,False,False,False,False,False
Seshat,P,6,1,0,True,0,0,704,False,False,False,False,False
Seshat,P,6,1,0,False,0,2,782,False,True,False,False,True
Seshat,P,6,1,1,True,0,1,729,False,False,False,False,False
Seshat,P,6,1,0,True,0,0,706,False,False,False,False,False
Seshat,P,6,1,0,False,0,2,812,False,True,False,False,True
Seshat,P,1,1,0,False,0,2,822,False,False,False,False,True
Seshat,P,1,1,1,True,0,0,775,False,False,False,False,False
Seshat,P,1,1,0,False,0,0,755,False,False,False,False,False
Seshat,P,1,1,0,False,0,2,808,False,False,False,False,True
Seshat,P,1,1,0,True,0,0,751,False,False,True,False,False
Seshat,P,1,1,0,False,0,0,725,False,False,False,False,False
Seshat,P,1,1,0,False,0,5,824,False,True,False,False,True
Seshat,P,1,1,4,False,0,0,672,False,False,True,False,False
Seshat,P,1,1,0,False,0,0,740,False,True,False,False,False
Seshat,P,1,1,0,True,0,2,870,False,True,False,False,True
Seshat,B,1,1,0,True,0,2,830,False,True,False,False,True
Seshat,B,1,1,3,False,0,0,784,False,False,True,False,False
