agent_id,condition,run_number,session_number,story_points,has_task_breakdown,quant_estimates,section_headers,response_length,explicit_blocking,progress_tracking,team_coordination,dependency_mention,time_planning
Ptah,N,0,1,0,True,0,0,750,False,True,False,False,True
Ptah,N,0,1,0,False,0,3,744,False,False,True,False,False
Ptah,N,0,1,0,False,0,3,804,False,True,False,False,True
Ptah,N,0,1,0,False,0,2,770,False,True,False,False,True
Ptah,N,0,1,1,True,0,0,684,False,False,False,False,False
Ptah,I,0,2,0,False,0,3,812,False,True,False,False,True
Ptah,I,0,2,0,True,0,1,731,False,False,True,False,False
Ptah,I,0,2,0,False,0,0,783,False,False,True,False,True
Ptah,I,0,2,0,False,0,3,822,False,True,False,False,True
Ptah,I,0,2,0,True,0,0,807,False,False,True,False,False
Ptah,B,0,3,0,True,0,2,741,False,True,False,False,True
Ptah,B,0,3,0,True,0,2,808,False,False,False,False,False
Ptah,B,0,3,0,True,0,0,792,False,False,False,False,False
Ptah,B,0,3,0,False,0,3,771,False,True,False,False,True
Ptah,B,0,3,1,True,0,0,794,False,False,False,False,False
Ptah,P,0,4,0,False,0,3,738,True,True,False,False,True
Ptah,P,0,4,0,True,0,1,767,False,False,True,False,False
Ptah,P,0,4,0,True,0,0,754,False,True,False,False,False
Ptah,P,0,4,0,False,0,2,787,False,True,False,False,True
Ptah,P,0,4,0,True,0,1,687,False,False,False,False,False
Ptah,S,0,5,0,False,0,2,767,False,False,False,False,True
Ptah,S,0,5,0,True,0,0,803,False,False,True,False,False
Ptah,S,0,5,0,True,0,0,802,False,True,False,False,False
Ptah,S,0,5,0,False,0,3,785,True,True,False,True,True
Ptah,S,0,5,0,False,0,3,793,False,False,False,True,False
Ptah,S,4,1,0,False,0,2,749,False,True,False,False,True
Ptah,S,4,1,1,True,0,6,713,False,False,False,False,False
Ptah,S,4,1,0,True,0,2,810,False,True,False,False,False
Ptah,S,4,1,0,False,0,2,764,False,True,False,False,True
Ptah,S,4,1,1,True,0,1,689,False,False,False,False,False
Ptah,S,4,1,0,False,0,3,782,False,False,False,False,False
Ptah,S,4,1,0,False,0,2,792,False,True,False,False,True
Ptah,S,4,1,1,True,0,1,720,False,False,False,False,False
Ptah,S,4,1,0,False,0,3,815,False,False,False,False,False
Ptah,S,4,1,0,False,0,3,844,False,True,True,False,True
Ptah,N,4,1,0,False,0,3,749,False,True,True,False,True
Ptah,N,4,1,0,False,0,4,688,False,False,True,False,False
Ptah,N,4,1,0,True,0,1,798,False,True,False,False,True
Ptah,N,4,1,0,False,0,0,818,False,True,False,False,True
Ptah,N,4,1,0,True,0,2,747,False,False,False,False,False
Ptah,N,4,1,0,True,1,6,596,False,True,False,False,True
Ptah,N,4,1,0,False,0,3,706,False,True,False,False,True
Ptah,N,4,1,0,True,0,2,718,False,False,True,False,False
Ptah,N,4,1,0,True,0,1,824,False,False,False,False,False
Ptah,N,4,1,0,False,0,2,753,False,True,True,False,True
Ptah,I,4,1,0,False,0,2,791,False,True,False,False,True
Ptah,I,4,1,4,False,0,7,663,False,False,False,False,False
Ptah,I,4,1,0,True,1,4,736,False,True,False,False,False
Ptah,I,4,1,0,True,0,2,740,False,True,False,False,True
Ptah,I,4,1,1,True,0,1,760,False,False,False,False,False
Ptah,I,4,1,0,True,1,6,594,False,False,False,False,False
Ptah,I,4,1,0,False,0,3,770,False,True,False,False,True
Ptah,I,4,1,0,True,0,0,774,False,False,True,False,False
Ptah,I,4,1,0,True,1,4,642,False,False,False,False,True
Ptah,I,4,1,0,False,0,2,753,False,False,False,False,True
Ptah,B,4,1,0,False,0,2,820,False,False,True,False,True
Ptah,B,4,1,3,False,0,4,807,False,False,False,False,False
Ptah,B,4,1,0,True,0,2,685,False,False,False,False,False
Ptah,B,4,1,0,False,0,3,727,False,True,False,False,True
Ptah,B,4,1,0,True,0,1,740,False,False,True,False,False
Ptah,B,4,1,0,True,0,1,757,False,True,False,False,True
Ptah,B,4,1,0,False,0,3,750,False,False,False,False,True
Ptah,B,4,1,0,False,0,4,727,False,False,True,False,False
Ptah,B,4,1,0,True,0,1,758,False,False,False,False,True
Ptah,B,4,1,0,False,0,3,808,False,True,False,False,True
Ptah,P,4,1,0,False,0,3,730,False,True,True,False,True
Ptah,P,4,1,1,False,0,8,643,False,False,True,False,False
Ptah,P,4,1,0,False,0,2,684,False,True,False,False,False
Ptah,P,4,1,0,False,0,3,761,False,True,False,False,True
Ptah,P,4,1,0,False,0,5,772,False,False,True,False,False
Ptah,P,4,1,0,True,0,1,773,False,False,False,False,False
Ptah,P,4,1,0,False,0,2,736,False,True,False,False,True
Ptah,P,4,1,2,False,0,1,714,False,False,True,False,False
Ptah,P,4,1,0,False,0,4,719,False,True,False,False,False
Ptah,P,4,1,0,False,0,3,845,False,True,False,False,True
Ptah,B,4,1,0,False,1,2,819,False,False,False,False,True
Ptah,B,4,1,0,True,0,0,763,False,False,False,False,False
Ptah,B,4,1,0,True,1,4,714,False,True,False,False,True
Ptah,B,4,1,0,False,0,3,751,False,True,False,False,True
Ptah,B,4,1,0,True,0,2,803,False,False,False,False,False
Ptah,B,4,1,0,True,0,2,822,False,True,False,False,False
Ptah,B,4,1,0,True,0,2,764,False,True,False,False,True
Ptah,B,4,1,1,False,0,4,703,False,False,False,False,False
Ptah,B,4,1,0,True,0,0,765,False,False,False,False,True
Ptah,B,4,1,0,True,0,2,725,False,True,True,False,True
Ptah,N,4,1,0,False,0,2,783,False,False,False,False,True
Ptah,N,4,1,0,False,0,3,700,False,False,True,False,False
Ptah,N,4,1,0,True,0,1,756,False,True,False,False,False
Ptah,N,4,1,0,False,0,2,710,False,True,False,False,True
Ptah,N,4,1,0,True,0,0,762,False,False,False,False,False
Ptah,N,4,1,0,True,0,1,712,False,True,False,False,True
Ptah,N,4,1,0,False,0,2,718,False,True,False,False,True
Ptah,N,4,1,3,False,2,1,711,False,False,False,False,False
Ptah,N,4,1,0,True,0,1,734,False,True,False,False,False
